,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
180,,,,,,,,,,,,,,,,,,,[958.04865 163.53983],[962.36017 165.32701],[955.9545  152.22728],[965.3906  148.73438],[960.9826  158.13043],[956.5772  166.70589],[968.0107  158.12834],[970.44794 154.59276],[967.5114  155.63014],[968.7628 164.2186],[956.89496 155.3463 ],[948.0275  170.65138],,,[956.5086  160.81897],,[948.1429 154.9796],[949.77563 160.55128],[947.70514 154.45512],[946.73914 158.61491],,,[956.69916 164.6822 ],[960.7105  156.42105],[953.02026 148.47298],[961.2545  146.84242],[961.04 140.24],,,[963.1307 149.5   ],[958.4859  150.63277],[958.79193 152.81879],,[950.6667  155.08333],[946.7735  159.86188],[947.7353  154.30392],[947.82 153.88],[946.6091  152.43637],[954.2308  156.88165],[953.2398  159.14285],[959.19385 155.76021],[952.99426 156.74286],,,,,[951.5417  154.90277],,[949.82355 150.46606],[956.01544 154.84279],[951.48376 161.02888],[954.6407  178.52814],[964.61005 161.25272],[959.2491  164.20938],[968.5028  175.25989],[960.0458  162.18954],[949.7267  157.60667],[965.8735  159.91429],[959.21704 160.93024],[962.9643  164.57143],[966.8658  165.83221],[960.9442  165.98885],[958.2109  167.68707],,[955.60187 167.10185],[960.0743  163.97029],[962.2712  163.99576],[963.03625 160.83333],[960.59375 159.71355],[960.31305 158.27826],[961.7449  156.65843],[964.03094 159.27434],[957.40405 158.66667],[959.6901  153.24883]
181,,,,,,,,,,,,,,,,,,,[981.198   780.88324],[985.0573  780.27606],[970.      782.17566],[974.849  775.5184],[962.6024  788.21686],[963.87195 779.17377],[968.30426 780.4688 ],[964.4924  772.59186],[965.57806 777.88153],[969.3156 789.1844],[962.2972  773.08527],[961.3202  776.86945],[973.94836 773.9239 ],[965.69507 770.00446],[965.25995 768.6086 ],[961.0877 791.4762],[974.5857 774.9429],[976.4036  779.38556],[973.269  778.4737],,,[959.63635 774.75934],[959.594  768.6992],[954.4918  777.11475],[951.78674 771.7962 ],[958.6828 771.3172],[959.30133 768.91705],[956.314  776.7778],[952.52454 775.3137 ],[966.5392 776.1613],[960.4612 776.1796],[945.0526 785.6842],[933.3468  779.32367],[927.4396 788.511 ],[931.8909 790.4   ],[936.6024 785.6506],[938.3432 782.4793],[948.84406 791.63306],[953.50433 793.88696],[953.307  795.3596],[962.36523 793.02606],[952.168 795.504],[952.91815 793.2545 ],[966.4973 784.7059],[957.14703 786.0784 ],[944.78705 786.73004],[955.5966  786.31934],[949.3966  785.16876],[939.7413 789.4126],[958.05884 786.55145],[941.3114  784.30536],[943.37756 801.9286 ],[946.33124 781.53503],[932.62103 772.28424],[934.94684 787.81915],,,,,,,[931.2652 791.7261],[924.802   779.41583],[922.5974  772.24677],[916.4524 771.869 ],[922.8     772.54736],[924.6513 773.0921],[926.     772.0841],[923.5833  770.05206],[924.0891  771.39606],[925.119 770.119],[927.7059 774.049 ],[924.54083 772.4184 ],[926.6058  767.88464]
182,,,,,,,,,,,,,,,,,,,,[  69.35714 1190.4897 ],[  55.554947 1191.0275  ],[  62.748093 1184.626   ],[  55.36196 1196.0675 ],[  54.390244 1186.3903  ],[  52.30328 1189.3279 ],,[  52.342247 1181.7006  ],[  55.708332 1189.8541  ],[  44.675392 1179.8429  ],[  50.688526 1181.7705  ],[  46.303032 1182.5758  ],[  55.792454 1181.1132  ],,,,,[  57.566036 1189.4529  ],[  43.365852 1189.0488  ],,,,,,,,[  44.785713 1177.0358  ],,[  52.851852 1170.5741  ],[  47.212597 1169.7559  ],,,[  47.075756 1170.8434  ],[  43.55705 1178.698  ],[  45.656933 1174.4233  ],[  54.363636 1161.5454  ],[  55.     1157.3486],[  63.80292 1153.5037 ],[  64.67088 1152.8607 ],[  68.04762 1146.5375 ],[  59.011974 1144.1437  ],[  61.855423 1136.6024  ],[  66.31373 1135.3334 ],[  57.45223 1131.2484 ],[  59.133335 1130.497   ],[  55.919075 1131.3411  ],[  60.15698 1125.657  ],,[  68.23497 1137.5355 ],[  64.68205 1138.3385 ],,[  64.666664 1136.0286  ],[  60.320576 1139.5311  ],[  61.18433 1153.4193 ],[  68.05213 1135.8389 ],[  85.78409 1139.7671 ],[  91.84393 1148.4856 ],[  91.075584 1151.3721  ],[  90.726776 1151.9563  ],[  97.27273 1149.3116 ],[  92.393105 1146.5104  ],[  87.75156 1145.5342 ],[  91.146736 1146.951   ],[  89.059586 1142.9171  ],[  91.11539 1140.4093 ],[  89.8629 1142.617 ],[  90.24286 1143.3715 ],[  90.220184 1138.805   ],[  88.70879 1149.4945 ],[  91.91476 1146.9705 ],[  95.81695 1150.9594 ],[  92.57522 1141.708  ],[  93.448715 1142.2404  ]
183,,,,,,,,,,,,,,,,,,,,[579.452  715.9589],[566.40216 719.45654],,,[568.3051  720.02545],,,[566.13794 731.7724 ],[571.64703 743.21326],[563.8261 735.4783],[562.89166 739.55835],[571.8207  748.97284],[563.62067 752.29065],[569.5395 751.7149],[568.0862  763.02875],[561.9727 747.2818],[564.50256 747.77435],[562.9286  741.34064],[559.8639 746.9529],[576.72546 754.35297],[559.9056  758.45557],[565.0975  738.97833],[559.7491  746.62366],[550.83453 745.01105],[560.94507 740.94507],[555.3143  737.98096],[550.1477 739.9205],,[555.338   737.22064],[546.15    733.81665],[547.85443 736.4684 ],[546.74677 734.6104 ],[554.3913 736.962 ],[549.64325 732.6162 ],[550.09436 740.0755 ],[546.69446 739.     ],[545.856 738.184],[540.74603 736.73413],[539.83966 733.62775],[549.636  733.0728],[558.1835 734.2385],,[556.8951  729.71326],[546.98694 728.1111 ],[564.9478  731.34784],[562.7589 732.0893],[566.625 725.475],[558.7091 739.3091],[565.547   737.42737],[554.0676 724.    ],[552.8774 725.1132],[546.5195  717.93506],[540.0551 724.2441],[549.0261  726.53595],[556.12177 733.60516],[542.7143 732.6857],[536.44617 739.6051 ],[531.8186  741.40265],[535.3333 742.8935],[537.80597 740.7861 ],[544.4706  741.44116],[540.38 743.36],[546.2651 739.253 ],[539.38385 744.4141 ],[532.5543 739.413 ],[534.5635 738.599 ],[550.90753 735.8208 ],[549.67596 736.2849 ],[548.8764  737.61237],[547.10114 741.55804],[549.986  740.3147],[541.     736.3415],[534.586  735.5032]
184,,,,,,,,,,,,,,,,,,,,[602.48834 556.3721 ],[591.7907 559.2558],[600.51 554.83],[594.5345 564.2931],[595.7955 554.875 ],[598.3333 556.9286],[596.38214 552.69916],[602.5    558.1855],[607.2458 559.4661],[597.88  549.256],[597.2195 553.561 ],[610.1163 547.8605],[600.0513 548.    ],[607.33606 547.5984 ],,[601.7304  548.07825],,,[596.886  558.1228],,,[600.8252 556.014 ],[595.3926 564.6445],[586.18384 563.1103 ],[596.0071  561.26953],[595.29254 552.89795],[596.1774 554.6371],[589.3613 551.8151],[599.9091 561.1948],,,,,,[592.4143 553.65  ],[590.34 553.78],[588.4228 553.8322],[595.26624 555.9156 ],[594.4341  556.31866],[601.3841  555.01324],[594.5833  551.53644],[602.2385  545.49084],[610.325  543.2875],[601.8506 541.5172],[605.60205 542.39795],[602.7159 543.    ],[596.8121  547.24164],[598.81055 546.8421 ],[600.99097 553.0541 ],[594.81036 550.2931 ],,[590.1981 550.217 ],[588.2041  552.87756],,[595.018   546.32434],[590.3641  539.80646],[597.20746 549.54785],[595.855 553.135],[593.89215 553.1863 ],[595.54205 551.57007],[590.3905  549.58093],[586.9298 550.7895],[585.60504 550.2185 ],[578.82837 547.61194],[582.7643 546.8571],[587.4179  544.35077],[585.4056  547.14685],[583.3014  548.03424],[581.0066 547.6579],[582.4737 546.6725],[586.1595 549.8405],[579.5828 548.8589],[582.9697 543.8606]
185,,,,,,,,,,,,,,,,,,,,[ 688.747   1005.50604],[ 684.65515 1008.0776 ],[ 698.5564 1002.0301],,,,,,,[ 685.5906  1011.03937],[ 682.8978 1012.4015],,[ 678.29926 1018.     ],[ 660.03015 1019.53015],[ 665.65216 1041.9855 ],[ 655.83624 1024.3573 ],[ 657.2892 1007.988 ],[ 652.1667 1002.2593],[ 645.2237 1012.4605],,,[649.41895 999.     ],[ 642.86 1005.76],,,,,,,,,,,,,[643.5319 997.7376],[649.5325  982.20776],[657.1 984.6],[637.1132 975.4151],[645.2769 970.4308],[628.36536 973.53845],[620.94116 968.03925],[629.3269 971.25  ],[639.7647 974.3059],[642.6339 971.6429],[642.525   967.31665],[649.3832  973.84576],[644.11383 983.4431 ],[652.6539 997.2863],[659.7281 982.    ],,[670.2331 987.2556],[654.23706 992.65924],[646.97174 989.7458 ],[637.9054 994.8108],[644.8862  993.48505],[ 649.15234 1003.6887 ],,[ 651.21875 1005.5563 ],[ 656.8333 1001.869 ],[ 650.1702  1000.93085],[ 646.7754  1000.63635],[ 647.97577 1003.6424 ],[ 640.126  1004.9055],[ 656.7103 1011.5793],[ 658.7664 1009.8978],[ 652.9778 1002.1259],[ 638.44617 1007.16925],[ 638.48114 1008.5472 ],[ 630.3     1010.65717],[ 622.6667 1002.1382],[ 619.3492  1000.81744],[622.7008 995.4488]
186,,,,,,,,,,,,,,,,,,,,[ 749.0806 1128.7339],,[ 750.11505 1139.9642 ],,[ 742.6719 1137.2305],[ 745.377  1141.5834],[ 742.9689 1137.0428],[ 747.35944 1138.9075 ],[ 741.19434 1148.0769 ],[ 741.94525 1141.4562 ],[ 740.40875 1146.0754 ],[ 749.0214 1139.6143],[ 740.2794 1140.4485],[ 746.7175 1139.6947],[ 759.2432 1130.8918],,,,,,,[ 748.47894 1133.5901 ],[ 742.6376 1140.4629],[ 736.4313 1139.8768],[ 744.0875 1137.5583],[ 744.6307 1129.3236],[ 744.64954 1139.7991 ],[ 739.48584 1136.7125 ],[ 750.4408 1135.9606],[ 742.271  1136.4323],[ 745.73975 1137.6096 ],[ 742.76294 1135.2296 ],[ 749.49646 1135.4823 ],[ 742.8906 1139.5156],[ 743.629  1137.1613],[ 740.8705 1135.6763],[ 741.2    1132.9481],[ 746.363  1133.8667],[ 745.5899 1133.3525],[ 751.5137 1128.6849],[ 744.29816 1127.5963 ],[ 750.6424 1121.7616],[ 757.67816 1127.5977 ],[ 747.9317 1126.497 ],[ 751.3882 1128.3158],[ 748.98694 1129.7124 ],[ 746.91724 1125.069  ],[ 740.172  1133.8344],[ 742.3046 1130.2583],[ 737.91046 1129.082  ],[ 751.3068 1130.1648],[ 741.55115 1129.3807 ],[ 739.5759 1132.5131],,[ 716.782 1125.97 ],[ 706.8394 1118.1898],[ 702.4 1119.9],,,[ 708.8679 1120.0754],,[ 700.61444 1119.6265 ],[ 705.     1120.7556],[ 699.6803 1119.6147],[ 704.01654 1118.2314 ],[ 708.0238 1118.5873],[ 707.6822 1118.1628],[ 705.5789 1118.8882],[ 705.8357 1120.1857],[ 696.3084 1109.2758],[ 697.8173 1111.9135],[ 692.6335 1110.7375],[ 695.17053 1105.9769 ]
187,,,,,,,,,,,,,,,,,,,,[ 770.7042 1206.5916],[ 758.3896 1211.7013],[ 767.5192 1208.0962],[ 759.25  1219.553],[ 758.7817 1211.7535],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,[ 821.22766 1266.9838 ],[ 808.2243 1267.3085],[ 818.2477 1262.633 ],,,,,,,,[ 814.2243 1265.8131],[ 822.66815 1264.642  ],[ 812.48334 1264.0083 ],[ 818.8871 1262.996 ],,[ 813.6286 1262.9836],[ 815.0723 1269.6171],[ 817.9612 1264.0486],[ 815.83185 1268.9912 ],,,[ 814.746  1260.2218],[ 810.63525 1269.4303 ],[ 806.0924 1269.2983],[ 822.5268 1270.0892],[ 821.72565 1263.9027 ],[ 820.2031 1273.8516],[ 814.3913 1266.8986],[ 825.6141 1267.8188],[ 828.7016 1278.0483],[ 829.5    1280.4639],[ 829.31213 1275.6589 ],[ 832.3946 1274.8054],[ 822.23645 1276.7249 ],[ 817.61145 1276.0192 ],[ 817.49695 1275.8221 ],[ 815.3765 1276.179 ],[ 820.58997 1272.7728 ],[ 822.80566 1275.8016 ],[ 832.78125 1267.0938 ],,[ 828.80585 1265.7793 ],[ 835.96857 1266.89   ],,[ 834.64655 1267.319  ],[ 832.2019 1267.6923],,,,,,,,,[ 827.3091 1267.2819],[ 817.07477 1259.6542 ],[ 824.1158 1268.1473],[ 823.424 1271.704],[ 827.5625 1272.743 ],[ 835.6236 1274.4832],[ 829.01263 1272.8987 ],[ 833.375  1283.4375],,[ 838.02295 1275.3265 ],[ 838.0513 1270.5983],,[ 844.5974 1281.6039],[ 849.11383 1276.9634 ],[ 848.9667 1275.7944],[ 850.0374 1275.4438],,[ 844.0418 1276.6964],[ 852.6014 1271.3987]
189,,,,,,,,,,,,,,,,,,,,[ 861.679  1330.8148],,[ 861.0142 1325.8341],[ 856.24585 1332.1542 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,[ 745.67377 1137.7163 ],[ 738.9568 1136.0618],,,,,,,,[ 725.0231 1140.9077],[ 724.7031 1145.9297],[ 737.1883 1142.474 ],[ 728.9128 1143.2013],[ 735.38513 1141.8918 ],,[ 728.49115 1141.0414 ],[ 715.3823 1151.2991],[ 713.57074 1146.1073 ],[ 711.8204 1150.301 ],[ 716.3674 1168.7755],[ 712.88074 1161.6146 ],[ 705.5852 1146.7557],[ 712.2895 1144.6473],[ 718.6414 1141.0151],[ 716.5298 1144.906 ],[ 711.02246 1145.4326 ],[ 705.4084 1159.2513],,[ 707.239  1142.0377],[ 698.8199 1143.882 ],[ 698.9935 1144.5454],[ 699.82666 1142.0934 ],[ 706.9762 1141.8889],,,,[ 691.61835 1141.1145 ],[ 697.26666 1143.2084 ],,[ 696.376 1141.536],[ 689.     1146.0117],[ 705.4902 1140.9412],[ 709.5098 1147.7255],[ 699.6687 1158.1411],[ 691.4207 1153.0549],[ 692.83984 1149.7662 ],[ 679.114  1145.5176],[ 669.37195 1141.9208 ],[ 678.60974 1137.3292 ],[ 671.79004 1136.8619 ],[ 670.3596 1117.2544],[ 675.4286 1118.4341],[ 671.8024 1106.2299],[ 651.39655 1107.8276 ],,,,,,,[ 665.8    1115.7333],[ 664.85315 1129.7693 ],[ 668.03796 1136.54   ],[ 663.4477 1135.8745],[ 667.7206 1118.9166],[ 674.54266 1129.6279 ],[ 672.36694 1134.7057 ],[ 671.4663 1118.4352],[ 674.4789 1104.2817],[ 667.5164 1087.3853],[ 672.6239 1091.5043],[ 666.6636 1090.9906],[ 676.09357 1101.4187 ]
191,,,,,,,,,,,,,,,,,,,,,[ 83.390976 373.9925  ],[ 94.54054 363.31757],[ 90.89431 362.06503],[ 93.35333 347.66   ],[ 95.9054 350.6554],[ 93.89697 346.76364],[ 96.27044 340.8113 ],[101.63125 356.0125 ],[ 91.257484 347.94012 ],[ 94.54248 358.3464 ],[110.5685  359.19864],[100.713486 357.70786 ],[116.86957 357.0435 ],,[123.46853 356.08392],,[121.24737 360.8737 ],[118.413795 370.95862 ],[131.03572 375.3143 ],[126.35714 363.13333],[135.67578 340.98828],[140.9826  341.11304],,[157.78804 331.48914],,[174.15384 329.48846],[168.49434 323.917  ],[180.96227 318.12265],,,[160.27272 319.33334],[150.91096 319.06848],[145.38461 330.07693],[142.1875  326.86804],[155.88422 333.67368],,,,,,,,,,,,,,,,,,,[149.18182 322.39395],[142.13333 315.88147],[150.36923 325.94617],[148.27222 331.29443],[150.33333 327.14493],[154.39436 325.4014 ],[146.68217 327.23254],[145.29851 327.09702],[150.71318 326.33334],[145.4359  326.66666],[150.41733 326.50394],[149.75374 325.14178],[150.29105 324.32837],[146.95146 326.73785],[145.2606  335.95758],,,,[146.05295 333.0059 ]
192,,,,,,,,,,,,,,,,,,,,,[ 349.2903 1216.7742],[ 355.95557 1213.4556 ],,[ 349.16312 1213.0426 ],[ 351.55844 1215.6428 ],[ 349.82635 1212.5449 ],[ 348.7586 1209.8563],[ 350.73117 1220.5753 ],[ 342.8299 1209.9949],[ 340.735 1215.39 ],[ 353.5521 1214.2031],[ 357.2736 1199.033 ],[ 362.21854 1202.5364 ],[ 375.66452 1214.8839 ],[ 365.81143 1198.2457 ],[ 366.71317 1206.69   ],[ 364.32352 1200.4589 ],[ 361.20175 1208.9474 ],[ 369.    1216.631],[ 362.74313 1220.4862 ],[ 356.45557 1228.1056 ],[ 348.7935 1234.3478],[ 341.67963 1231.8593 ],[ 348.06186 1231.8608 ],[ 349.04123 1223.701  ],[ 350.50693 1236.0277 ],[ 374.41177 1243.085  ],,[ 380.7375 1244.25  ],[ 381.50595 1243.2916 ],[ 381.5241 1242.6205],[ 386.63693 1242.6688 ],[ 381.01898 1248.6329 ],[ 392.29276 1249.3768 ],[ 391.3684 1245.9838],[ 387.4272 1246.8204],[ 395.2623 1250.2787],[ 395.8458 1237.6122],[ 403.35715 1233.7908 ],[ 418.92386 1234.0203 ],[ 419.233  1234.4369],[ 410.3614 1231.8812],[ 425.21533 1228.2574 ],[ 424.2134 1227.5856],[ 423.30637 1224.5693 ],[ 407.28876 1219.3744 ],[ 400.9695 1226.6708],,[ 403.66666 1218.7906 ],[ 401.54285 1214.8096 ],[ 406.86584 1213.9573 ],[ 407.91727 1204.0171 ],[ 416.78314 1205.8674 ],[ 423.47827 1201.9402 ],[ 412.7647 1194.2615],[ 422.4885 1189.7299],[ 439.67596 1192.4135 ],[ 442.35028 1194.1808 ],[ 446.50272 1192.2487 ],[ 445.5825 1190.9225],[ 451.05237 1191.4286 ],[ 442.22772 1190.3663 ],[ 439.58527 1189.5254 ],[ 444.0687 1174.9847],[ 448.94928 1174.1812 ],[ 447.19403 1174.3881 ],[ 448.3672 1173.9688],[ 447.85822 1175.3732 ],[ 436.40756 1165.8698 ],[ 439.     1167.7844],[ 437.8532 1165.0597],[ 444.22897 1157.6495 ]
193,,,,,,,,,,,,,,,,,,,,,[ 391.45514 1154.4487 ],,,[ 401.1217 1148.529 ],[ 403.09048 1150.3096 ],[ 399.     1147.9336],[ 402.08572 1147.6428 ],[ 405.6889 1156.9512],[ 396.04483 1146.426  ],[ 393.73303 1154.8643 ],[ 388.8092 1164.3816],[ 382.48648 1166.9054 ],[ 387.59573 1163.1631 ],[ 395.81818 1156.3838 ],[ 398.99173 1155.9174 ],[ 400.56378 1161.177  ],[ 399.27014 1155.1185 ],[ 420.0476 1159.0635],[ 421.86273 1156.7843 ],[ 420.65732 1151.5225 ],[ 428.12308 1146.3436 ],[ 422.16666 1154.2526 ],[ 413.5628 1152.4371],[ 407.14948 1153.6649 ],[ 407.72223 1145.3657 ],[ 407.38696 1156.2    ],[ 399.9091 1152.0623],[ 414.25   1153.7452],[ 408.61832 1157.1222 ],[ 392.85284 1151.3962 ],[ 405.24887 1153.1991 ],[ 395.74704 1151.1107 ],[ 406.7227 1159.4664],[ 390.4762 1150.4945],[ 402.41495 1154.2987 ],[ 403.56854 1156.3629 ],[ 389.43076 1146.7961 ],[ 387.22568 1146.8054 ],[ 394.5796 1142.5714],[ 404.66037 1150.2075 ],[ 412.43115 1145.6826 ],[ 413.67075 1165.0488 ],[ 417.51978 1154.7401 ],[ 419.1279 1154.7441],[ 422.94653 1141.4866 ],[ 426.76617 1136.2266 ],[ 416.79486 1141.8052 ],[ 415.56784 1152.5176 ],[ 412.0096 1151.726 ],[ 427.3158 1157.4122],[ 416.09445 1147.4667 ],[ 413.485 1153.26 ],[ 414.555 1169.835],[ 420.0719 1171.2112],[ 414.06042 1164.6526 ],[ 417.34705 1153.653  ],[ 416.65024 1157.2759 ],[ 425.96875 1145.192  ],[ 420.21622 1153.6216 ],[ 425.85715 1143.1936 ],[ 422.68692 1142.4346 ],[ 425.64706 1141.828  ],[ 416.7371 1143.6104],[ 421.19662 1142.6573 ],[ 427.63217 1143.7069 ],[ 425.6743 1142.6057],[ 423.16293 1146.5225 ],[ 424.87195 1147.6769 ],[ 427.6389 1144.1945],[ 430.3687 1146.4302],[ 425.23352 1144.0239 ],[ 428.16 1138.99]
194,,,,,,,,,,,,,,,,,,,,,[ 422.5    1148.1154],[ 428.26614 1144.6613 ],[ 423.83942 1151.9197 ],[ 424.74484 1144.9724 ],[ 426.74838 1150.1484 ],[ 424.06122 1146.3334 ],[ 424.5528 1150.677 ],[ 428.9711 1159.4393],[ 419.1543 1148.1771],[ 417.87433 1153.5192 ],[ 405.26105 1150.9646 ],[ 395.7477 1150.3303],[ 405.00858 1150.1503 ],[ 394.37256 1167.3529 ],[ 379.54483 1163.9932 ],[ 381.4762 1171.1497],[ 381.09155 1166.3591 ],[ 379.83582 1152.4552 ],[ 370.01086 1157.1522 ],[ 373.     1161.5883],[ 366.16824 1147.1587 ],[ 356.3158 1154.3158],[ 351.34726 1149.9872 ],[ 363.01364 1148.5426 ],[ 360.0138 1139.3379],[ 373.0629 1143.3082],[ 367.2795 1140.5527],[ 378.3158 1141.8304],[ 371.06897 1144.8448 ],[ 365.3684 1154.3948],[ 372.36517 1140.1067 ],[ 370.48822 1150.8059 ],[ 373.44632 1146.0396 ],[ 363.88303 1151.9298 ],[ 369.7421 1139.9631],[ 368.23157 1138.6685 ],[ 364.175  1151.2688],[ 362.4936 1151.7949],[ 369.98816 1146.0769 ],[ 360.96402 1143.4244 ],[ 370.40973 1154.507  ],[ 374.55304 1158.3182 ],[ 367.65036 1157.1259 ],[ 364.76135 1142.6515 ],[ 377.975 1135.215],[ 398.00345 1131.0653 ],[ 391.54745 1136.7227 ],[ 397.00745 1132.58   ],[ 393.0078 1129.6328],[ 372.20618 1103.0361 ],[ 362.27274 1122.8693 ],[ 361.7158 1127.1578],[ 363.14755 1140.5956 ],[ 363.75342 1129.5273 ],[ 351.0926 1117.6852],[ 341.07028 1115.2811 ],[ 340.84833 1118.5505 ],[ 347.     1117.3276],[ 350.1732 1118.6425],[ 345.17392 1136.1793 ],[ 340.4226 1139.387 ],[ 341.8258 1139.4193],[ 335.79007 1141.5249 ],,[ 360.0269 1139.0914],[ 343.92633 1140.3842 ],[ 343.89856 1140.5701 ],[ 357.52173 1139.3851 ],[ 357.64383 1139.404  ],[ 359.48322 1141.0604 ],[ 352.86365 1138.1559 ],[ 355.56668 1135.8134 ]
195,,,,,,,,,,,,,,,,,,,,,[476.86273 665.32025],[482.3     662.14703],[469.75418 672.42456],[476.067  669.4641],[484.14093 668.8591 ],[484.97916 652.5958 ],[489.51584 653.9955 ],[493.44827 661.2512 ],[485.45456 651.8182 ],[483.37744 656.549  ],[489.69736 666.3553 ],[481.68042 668.69073],[490.938   667.57367],[488.19666 680.00336],[486.66196 683.8873 ],[486.5462  686.15125],[486.18967 677.4741 ],[481.64423 676.1875 ],[473.63855 680.4036 ],[467.     676.0228],,,[478.267   671.72815],[488.00546 667.1694 ],,[482.84756 671.54877],[474.53806 668.99457],,[465.33334 654.64484],[467.11383 661.248  ],[467.1557 649.6647],[472.23166 650.99225],[465.6203 653.9023],[464.03598 649.6079 ],[459.56424 646.5028 ],[459.15698 644.     ],[449.52356 647.8063 ],[464.16855 647.7865 ],[476.61145 644.1019 ],[468.96378 642.3623 ],[477.18472 636.7898 ],[483.27814 639.36426],[473.55295 638.47644],[485.3054 631.1317],[479.91306 631.5901 ],[478.0559 628.1987],[476.60376 634.4528 ],[479.51852 617.96295],[475.88153 627.70386],[493.52173 632.087  ],[502.5259 622.8247],[498.79285 629.1214 ],[503.43903 634.4228 ],,,[499.6129 646.1989],[497.77405 648.07214],[500.5103 647.3402],[503.85074 646.85077],[506.39597 659.20135],[504.87756 660.6667 ],[509.26315 662.1974 ],[514.6301  668.27856],[534.7664  666.62775],[535.25  661.746],[530.3694  656.43243],[528.5575 656.646 ],[528.09 658.6 ],[529.53845 657.547  ],[532.0315 659.9685],[530.0359 660.7623],[521.8364 665.1963]
196,,,,,,,,,,,,,,,,,,,,,[566.2304  578.63135],[575.5833  573.60834],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,[565.1     949.45294],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,[605.9457 733.7283],[614.38464 728.3461 ],[611.03125 739.8906 ],[613.0517  732.12067],[617.5591 734.8268],[613.7647 728.9191],[616.2992  729.80316],[619.01624 737.37396],[611.57263 730.3932 ],[607.7241 733.8506],[600.35297 732.9294 ],[594.5786 728.4088],[599.975 728.22 ],,[594.36   725.5829],[584.64813 720.9691 ],[585.2539 716.5492],[581.135 721.565],[578.      726.14844],[584.5275 729.0184],[593.3174 706.6261],[587.2017 714.1373],[578.2959  713.51685],[587.24097 710.1566 ],[586.1641 701.0725],[586.3018 712.2545],[589.      692.77985],[603.7281 688.0263],[598.5897  682.99146],,,,,,,[598.4074 672.5741],,,,[574.9 665.3],[582.37256 660.22546],[590.89514 664.2258 ],[582.379  662.9194],[585.1871 663.2374],[585.04224 664.169  ],[584.     660.3259],[579.7778  669.10455],[587.07947 665.2649 ],[581.38776 663.1429 ],[580.49164 666.7167 ],,[582.8333  664.32715],[572.5    655.2044],[569.1512 682.6628],[548.96936 684.69385],,[550.56665 670.3467 ],[564.546  686.2209],[563.5192 693.8077],[555.80115 695.74854],[553.51886 694.4151 ],[558.7156 694.1009],[552.47 694.35],[556.6491 694.8246],[561.4188 693.547 ],[561.5217 693.7478],,[555.23755 702.54144],[556.8882 700.3026],[560.326  706.7729],[566.4545 704.8384],[556.9301 699.9839]
